class_id,cub_label,common_name,scientific_name_requested,match_note,mapped,Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
50,Eared_Grebe,Eared Grebe,Podiceps nigricollis,eBird common-name exact match after punctuation and possessive normalization,True,Podiceps nigricollis,Podicipedidae,Podicipediformes,AVIBASE-32DCEC14,5.0,2.0,2.0,1.0,4.0,26.2,15.4,5.5,5.9,39.6,127.2,55.1,70.1,44.0,28.0,412.4,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic
51,Horned_Grebe,Horned Grebe,Podiceps auritus,eBird common-name exact match after punctuation and possessive normalization,True,Podiceps auritus,Podicipedidae,Podicipediformes,AVIBASE-018B3169,6.0,2.0,4.0,0.0,4.0,30.2,15.4,4.7,7.1,42.9,137.8,57.2,78.3,42.2,33.2,453.0,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic
52,Pied_billed_Grebe,Pied billed Grebe,Podilymbus podiceps,eBird common-name exact match after punctuation and possessive normalization,True,Podilymbus podiceps,Podicipedidae,Podicipediformes,AVIBASE-9A8E55D0,8.0,2.0,2.0,4.0,4.0,28.8,14.1,5.4,10.6,37.1,125.6,41.8,81.1,34.0,32.6,411.9,Dunning,,NO,,,Wetland,3.0,2.0,Carnivore,Aquatic predator,Aquatic
53,Western_Grebe,Western Grebe,Aechmophorus occidentalis,eBird common-name exact match after punctuation and possessive normalization,True,Aechmophorus occidentalis,Podicipedidae,Podicipediformes,AVIBASE-C6E1197B,4.0,0.0,3.0,1.0,4.0,73.2,54.1,6.6,10.2,71.7,184.5,75.4,109.0,40.8,29.8,1137.0,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic
54,Blue_Grosbeak,Blue Grosbeak,Passerina caerulea,eBird common-name exact match after punctuation and possessive normalization,True,Passerina caerulea,Cardinalidae,Passeriformes,AVIBASE-A7A75EA1,22.0,7.0,14.0,1.0,7.0,17.0,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Generalist
55,Evening_Grosbeak,Evening Grosbeak,Coccothraustes vespertinus,eBird common-name exact match after punctuation and possessive normalization,True,Coccothraustes vespertinus,Fringillidae,Passeriformes,AVIBASE-C6B5497C,5.0,2.0,3.0,0.0,4.0,22.7,16.0,10.5,14.5,21.4,109.8,37.6,72.4,34.2,67.2,57.3,Dunning,,NO,,,Forest,1.0,2.0,Herbivore,Omnivore,Insessorial
56,Pine_Grosbeak,Pine Grosbeak,Pinicola enucleator,eBird common-name exact match after punctuation and possessive normalization,True,Pinicola enucleator,Fringillidae,Passeriformes,AVIBASE-83AC4DAD,13.0,6.0,7.0,0.0,4.0,16.6,12.3,8.6,11.2,19.6,109.2,32.1,77.1,29.4,85.1,56.4,Dunning,,NO,,,Forest,1.0,2.0,Herbivore,Omnivore,Insessorial
57,Rose_breasted_Grosbeak,Rose breasted Grosbeak,Pheucticus ludovicianus,eBird common-name exact match after punctuation and possessive normalization,True,Pheucticus ludovicianus,Cardinalidae,Passeriformes,AVIBASE-7C2FCB13,47.0,25.0,21.0,1.0,10.0,18.6,11.8,8.8,11.8,21.6,101.3,27.4,75.8,26.5,74.6,42.0,Dunning,,NO,,,Forest,2.0,3.0,Herbivore,Omnivore,Insessorial
58,Pigeon_Guillemot,Pigeon Guillemot,Cepphus columba,eBird common-name exact match after punctuation and possessive normalization,True,Cepphus columba,Alcidae,Charadriiformes,AVIBASE-2F5DF476,5.0,3.0,2.0,0.0,4.0,36.5,22.4,6.1,9.9,32.0,173.4,69.2,103.5,40.1,46.4,530.0,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aquatic
59,California_Gull,California Gull,Larus californicus,eBird common-name exact match after punctuation and possessive normalization,True,Larus californicus,Laridae,Charadriiformes,AVIBASE-7FCE8A43,4.0,2.0,2.0,0.0,4.0,55.7,19.8,7.0,14.2,57.0,377.0,220.2,156.8,58.4,140.0,683.4,Dunning,,NO,,,Coastal,3.0,2.0,Omnivore,Omnivore,Terrestrial
60,Glaucous_winged_Gull,Glaucous winged Gull,Larus glaucescens,eBird common-name exact match after punctuation and possessive normalization,True,Larus glaucescens,Laridae,Charadriiformes,AVIBASE-03AC32BA,4.0,2.0,2.0,0.0,4.0,69.8,25.2,9.2,19.7,65.2,411.8,218.2,193.5,53.0,166.0,1056.5,Dunning,,NO,,,Coastal,3.0,3.0,Carnivore,Aquatic predator,Generalist
61,Heermann_Gull,Heermann Gull,Larus heermanni,eBird common-name exact match after punctuation and possessive normalization,True,Larus heermanni,Laridae,Charadriiformes,AVIBASE-6996D540,4.0,2.0,2.0,0.0,4.0,56.3,18.0,6.0,12.2,51.6,336.2,185.8,150.5,55.2,133.2,500.0,Dunning,,NO,,,Coastal,3.0,1.0,Carnivore,Aquatic predator,Aerial
62,Herring_Gull,Herring Gull,Larus argentatus,eBird common-name exact match after punctuation and possessive normalization,True,Larus argentatus,Laridae,Charadriiformes,AVIBASE-8535345B,16.0,5.0,10.0,1.0,10.0,70.5,25.3,8.8,18.5,64.9,429.0,236.3,193.8,54.9,168.5,1091.0,Dunning,,NO,,,Coastal,3.0,2.0,Carnivore,Aquatic predator,Generalist
63,Ivory_Gull,Ivory Gull,Pagophila eburnea,eBird common-name exact match after punctuation and possessive normalization,True,Pagophila eburnea,Laridae,Charadriiformes,AVIBASE-FED91A1F,5.0,2.0,2.0,1.0,4.0,45.1,16.5,6.6,11.6,38.7,333.4,201.8,129.2,61.0,137.0,550.0,Dunning,,NO,,,Marine,3.0,2.0,Carnivore,Aquatic predator,Aerial
64,Ring_billed_Gull,Ring billed Gull,Larus delawarensis,eBird common-name exact match after punctuation and possessive normalization,True,Larus delawarensis,Laridae,Charadriiformes,AVIBASE-23863F65,5.0,2.0,2.0,1.0,4.0,48.1,19.6,6.2,13.0,51.2,366.0,205.5,160.0,56.2,133.2,516.3,Dunning,,NO,,,Coastal,3.0,2.0,Carnivore,Omnivore,Terrestrial
65,Slaty_backed_Gull,Slaty backed Gull,Larus schistisagus,eBird common-name exact match after punctuation and possessive normalization,True,Larus schistisagus,Laridae,Charadriiformes,AVIBASE-456C7FAE,4.0,2.0,2.0,0.0,4.0,68.1,24.8,9.2,19.6,68.2,435.0,231.0,204.0,53.1,171.5,1323.0,Dunning,,NO,,,Coastal,3.0,2.0,Carnivore,Omnivore,Generalist
66,Western_Gull,Western Gull,Larus occidentalis,eBird common-name exact match after punctuation and possessive normalization,True,Larus occidentalis,Laridae,Charadriiformes,AVIBASE-575A3E3B,6.0,4.0,2.0,0.0,5.0,64.8,23.8,8.5,18.3,64.2,397.5,200.6,193.0,51.0,145.2,922.8,Dunning,,NO,,,Marine,3.0,2.0,Carnivore,Omnivore,Generalist
67,Anna_Hummingbird,Anna Hummingbird,Calypte anna,eBird common-name exact match after punctuation and possessive normalization,True,Calypte anna,Trochilidae,Caprimulgiformes,AVIBASE-42393721,5.0,2.0,3.0,0.0,3.0,20.6,15.7,1.6,1.7,4.6,49.0,32.1,16.9,65.6,30.0,4.2,Dunning,,NO,,,Woodland,2.0,2.0,Herbivore,Nectarivore,Aerial
68,Ruby_throated_Hummingbird,Ruby throated Hummingbird,Archilochus colubris,eBird common-name exact match after punctuation and possessive normalization,True,Archilochus colubris,Trochilidae,Caprimulgiformes,AVIBASE-DEC3D8D0,11.0,4.0,6.0,1.0,4.0,20.7,15.1,1.8,1.9,3.4,40.7,27.6,14.7,65.0,24.3,3.1,Dunning,,NO,,,Woodland,2.0,3.0,Omnivore,Nectarivore,Generalist
69,Rufous_Hummingbird,Rufous Hummingbird,Selasphorus rufus,eBird common-name exact match after punctuation and possessive normalization,True,Selasphorus rufus,Trochilidae,Caprimulgiformes,AVIBASE-1E1B6D19,5.0,2.0,3.0,0.0,4.0,20.4,15.4,1.6,1.7,2.5,40.7,28.2,13.9,67.0,29.8,3.5,Dunning,,NO,,,Forest,2.0,1.0,Herbivore,Nectarivore,Aerial
70,Green_Violetear,Green Violetear,Colibri thalassinus,Historical broad Green Violetear taxon,True,Colibri thalassinus,Trochilidae,Caprimulgiformes,AVIBASE-B9BA2058,2.0,1.0,1.0,0.0,1.0,23.9,20.0,2.0,1.8,6.1,63.0,33.2,24.8,57.2,42.0,5.9,Dunning,,NO,,,Forest,2.0,1.0,Herbivore,Nectarivore,Aerial
71,Long_tailed_Jaeger,Long tailed Jaeger,Stercorarius longicaudus,eBird common-name exact match after punctuation and possessive normalization,True,Stercorarius longicaudus,Stercorariidae,Charadriiformes,AVIBASE-1D446440,10.0,5.0,5.0,0.0,4.0,32.9,11.2,5.4,9.2,40.7,301.7,181.4,120.2,60.2,245.5,287.9,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aerial
72,Pomarine_Jaeger,Pomarine Jaeger,Stercorarius pomarinus,eBird common-name exact match after punctuation and possessive normalization,True,Stercorarius pomarinus,Stercorariidae,Charadriiformes,AVIBASE-7CB8F5B7,9.0,4.0,5.0,0.0,4.0,45.8,16.1,7.2,12.5,52.0,350.8,196.1,154.5,55.8,175.6,692.5,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aerial
73,Blue_Jay,Blue Jay,Cyanocitta cristata,eBird common-name exact match after punctuation and possessive normalization,True,Cyanocitta cristata,Corvidae,Passeriformes,AVIBASE-1DA430B8,11.0,2.0,9.0,0.0,4.0,29.9,18.6,10.1,8.9,34.7,130.0,22.9,108.3,17.4,121.4,88.0,Dunning,,NO,,,Woodland,2.0,1.0,Omnivore,Omnivore,Terrestrial
74,Florida_Jay,Florida Jay,Aphelocoma coerulescens,Florida Scrub-Jay,True,Aphelocoma coerulescens,Corvidae,Passeriformes,AVIBASE-D78D24B9,9.0,2.0,7.0,0.0,4.0,30.0,17.7,9.1,9.1,37.8,116.7,20.6,96.2,17.5,140.5,77.1,Dunning,,NO,,,Shrubland,2.0,1.0,Omnivore,Omnivore,Insessorial
75,Green_Jay,Green Jay,Cyanocorax yncas,eBird common-name exact match after punctuation and possessive normalization,True,Cyanocorax yncas,Corvidae,Passeriformes,AVIBASE-361B447A,30.0,9.0,20.0,1.0,8.0,29.6,16.2,9.3,9.9,38.7,121.5,9.5,112.4,7.8,139.3,78.5,Dunning,,NO,,,Forest,2.0,1.0,Omnivore,Omnivore,Insessorial
76,Dark_eyed_Junco,Dark eyed Junco,Junco hyemalis,eBird common-name exact match after punctuation and possessive normalization,True,Junco hyemalis,Passerellidae,Passeriformes,AVIBASE-05FF3C9B,8.0,3.0,5.0,0.0,4.0,11.6,7.8,4.5,5.3,21.1,75.2,16.4,58.6,21.9,63.8,19.5,Dunning,,NO,,,Forest,2.0,3.0,Herbivore,Granivore,Generalist
77,Tropical_Kingbird,Tropical Kingbird,Tyrannus melancholicus,eBird common-name exact match after punctuation and possessive normalization,True,Tyrannus melancholicus,Tyrannidae,Passeriformes,AVIBASE-BB6B236F,55.0,15.0,13.0,27.0,4.0,23.5,17.4,9.7,7.4,18.7,108.8,25.5,81.6,23.7,91.9,37.4,Dunning,,NO,,,Human Modified,3.0,1.0,Carnivore,Invertivore,Insessorial
78,Gray_Kingbird,Gray Kingbird,Tyrannus dominicensis,eBird common-name exact match after punctuation and possessive normalization,True,Tyrannus dominicensis,Tyrannidae,Passeriformes,AVIBASE-F5388B5E,9.0,4.0,5.0,0.0,4.0,30.6,21.6,11.5,8.8,18.5,116.6,35.2,81.6,30.1,89.0,46.5,Dunning,,NO,,,Forest,3.0,2.0,Carnivore,Omnivore,Insessorial
79,Belted_Kingfisher,Belted Kingfisher,Megaceryle alcyon,eBird common-name exact match after punctuation and possessive normalization,True,Megaceryle alcyon,Alcedinidae,Coraciiformes,AVIBASE-3558066B,6.0,3.0,3.0,0.0,4.0,58.6,44.8,9.5,13.4,12.5,158.8,53.2,105.0,33.6,94.3,148.0,Dunning,,NO,,,Riverine,3.0,2.0,Carnivore,Aquatic predator,Insessorial
80,Green_Kingfisher,Green Kingfisher,Chloroceryle americana,eBird common-name exact match after punctuation and possessive normalization,True,Chloroceryle americana,Alcedinidae,Coraciiformes,AVIBASE-ED7D6741,28.0,9.0,19.0,0.0,12.0,42.0,34.2,6.2,8.7,7.8,76.8,19.7,57.3,25.6,57.8,33.7,Dunning,,NO,,,Riverine,3.0,1.0,Carnivore,Aquatic predator,Insessorial
81,Pied_Kingfisher,Pied Kingfisher,Ceryle rudis,eBird common-name exact match after punctuation and possessive normalization,True,Ceryle rudis,Alcedinidae,Coraciiformes,AVIBASE-8205077F,6.0,3.0,3.0,0.0,4.0,64.2,50.6,9.1,11.6,11.0,136.2,47.5,90.0,34.5,75.7,84.4,Dunning,,NO,,,Wetland,3.0,1.0,Carnivore,Aquatic predator,Insessorial
82,Ringed_Kingfisher,Ringed Kingfisher,Megaceryle torquata,eBird common-name exact match after punctuation and possessive normalization,True,Megaceryle torquata,Alcedinidae,Coraciiformes,AVIBASE-5EFB075F,22.0,12.0,9.0,1.0,4.0,83.6,65.2,14.9,21.1,14.3,191.3,46.5,143.0,24.5,120.2,317.0,Dunning,,NO,,,Riverine,3.0,1.0,Carnivore,Aquatic predator,Insessorial
83,White_breasted_Kingfisher,White breasted Kingfisher,Halcyon smyrnensis,White-throated Kingfisher synonym,True,Halcyon smyrnensis,Alcedinidae,Coraciiformes,AVIBASE-B30B6781,10.0,2.0,7.0,1.0,10.0,59.8,48.4,13.7,14.3,15.0,113.2,24.5,88.7,21.7,78.3,91.4,Dunning,,NO,,,Human Modified,2.0,2.0,Carnivore,Omnivore,Insessorial
84,Red_legged_Kittiwake,Red legged Kittiwake,Rissa brevirostris,eBird common-name exact match after punctuation and possessive normalization,True,Rissa brevirostris,Laridae,Charadriiformes,AVIBASE-58B576ED,5.0,2.0,3.0,0.0,4.0,38.2,13.8,5.2,10.8,30.0,299.8,185.2,112.8,62.2,112.8,377.0,Dunning,,NO,,,Marine,3.0,2.0,Carnivore,Aquatic predator,Aerial
85,Horned_Lark,Horned Lark,Eremophila alpestris,eBird common-name exact match after punctuation and possessive normalization,True,Eremophila alpestris,Alaudidae,Passeriformes,AVIBASE-FC0A1D95,14.0,6.0,8.0,0.0,4.0,13.9,9.2,4.2,5.0,23.5,108.1,41.7,66.2,38.6,71.4,33.3,Dunning,,NO,,,Grassland,3.0,3.0,Omnivore,Omnivore,Terrestrial
86,Pacific_Loon,Pacific Loon,Gavia pacifica,eBird common-name exact match after punctuation and possessive normalization,True,Gavia pacifica,Gaviidae,Gaviiformes,AVIBASE-B7D7EF23,5.0,1.0,2.0,2.0,4.0,71.9,41.1,8.3,12.9,72.8,291.2,139.0,151.5,47.9,48.4,2251.1,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic
87,Mallard,Mallard,Anas platyrhynchos,eBird common-name exact match after punctuation and possessive normalization,True,Anas platyrhynchos,Anatidae,Anseriformes,AVIBASE-85625D75,12.0,6.0,6.0,0.0,4.0,58.5,41.0,20.8,17.8,40.6,263.4,133.5,129.9,50.7,86.9,843.4,Dunning,,NO,,,Wetland,3.0,2.0,Herbivore,Herbivore aquatic,Aquatic
88,Western_Meadowlark,Western Meadowlark,Sturnella neglecta,eBird common-name exact match after punctuation and possessive normalization,True,Sturnella neglecta,Icteridae,Passeriformes,AVIBASE-4A5B4883,5.0,2.0,3.0,0.0,4.0,33.8,22.0,6.1,7.5,35.0,117.0,32.5,84.5,27.8,71.6,100.1,Dunning,,NO,,,Grassland,3.0,2.0,Omnivore,Invertivore,Terrestrial
89,Hooded_Merganser,Hooded Merganser,Lophodytes cucullatus,eBird common-name exact match after punctuation and possessive normalization,True,Lophodytes cucullatus,Anatidae,Anseriformes,AVIBASE-60E6081E,5.0,2.0,3.0,0.0,4.0,39.6,27.6,8.3,9.3,29.2,186.6,95.0,91.5,50.9,85.6,613.8,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic
90,Red_breasted_Merganser,Red breasted Merganser,Mergus serrator,eBird common-name exact match after punctuation and possessive normalization,True,Mergus serrator,Anatidae,Anseriformes,AVIBASE-8DB64266,9.0,4.0,5.0,0.0,4.0,65.0,42.8,8.2,10.6,45.5,233.6,114.8,118.0,49.3,76.2,1015.2,Dunning,,NO,,,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aquatic
91,Mockingbird,Mockingbird,Mimus polyglottos,Northern Mockingbird; abbreviated common label,True,Mimus polyglottos,Mimidae,Passeriformes,AVIBASE-7EFF698D,12.0,5.0,7.0,0.0,4.0,22.1,12.2,4.6,5.3,32.2,112.3,23.1,90.5,20.6,117.6,48.5,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Omnivore,Generalist
92,Nighthawk,Nighthawk,,Ambiguous common/genus label; ecology withheld pending taxonomic verification,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Clark_Nutcracker,Clark Nutcracker,Nucifraga columbiana,eBird common-name exact match after punctuation and possessive normalization,True,Nucifraga columbiana,Corvidae,Passeriformes,AVIBASE-D1FC2D6B,12.0,2.0,10.0,0.0,4.0,44.3,35.4,11.6,12.3,36.7,191.0,61.6,129.3,32.2,112.0,129.8,Dunning,,NO,,,Forest,1.0,2.0,Omnivore,Omnivore,Insessorial
94,White_breasted_Nuthatch,White breasted Nuthatch,Sitta carolinensis,eBird common-name exact match after punctuation and possessive normalization,True,Sitta carolinensis,Sittidae,Passeriformes,AVIBASE-19CCBBD2,5.0,2.0,3.0,0.0,4.0,19.1,12.2,4.0,4.2,18.5,88.6,27.6,60.9,31.2,48.8,21.0,Dunning,,NO,,,Forest,1.0,1.0,Omnivore,Omnivore,Insessorial
95,Baltimore_Oriole,Baltimore Oriole,Icterus galbula,eBird common-name exact match after punctuation and possessive normalization,True,Icterus galbula,Icteridae,Passeriformes,AVIBASE-5110842F,23.0,10.0,12.0,1.0,10.0,21.1,13.3,5.0,6.4,23.4,92.1,25.5,67.4,27.4,73.3,32.8,Dunning,,NO,,,Forest,1.0,3.0,Omnivore,Invertivore,Insessorial
96,Hooded_Oriole,Hooded Oriole,Icterus cucullatus,eBird common-name exact match after punctuation and possessive normalization,True,Icterus cucullatus,Icteridae,Passeriformes,AVIBASE-526A3692,5.0,2.0,3.0,0.0,4.0,21.2,13.9,4.3,5.2,21.6,83.4,16.4,65.7,20.0,91.4,24.3,Dunning,,NO,,,Woodland,2.0,2.0,Omnivore,Omnivore,Insessorial
97,Orchard_Oriole,Orchard Oriole,Icterus spurius,eBird common-name exact match after punctuation and possessive normalization,True,Icterus spurius,Icteridae,Passeriformes,AVIBASE-000482C9,19.0,7.0,12.0,0.0,7.0,17.3,11.6,4.4,5.2,21.3,76.3,19.8,55.7,26.2,67.2,19.4,Dunning,,NO,,,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial
98,Scott_Oriole,Scott Oriole,Icterus parisorum,eBird common-name exact match after punctuation and possessive normalization,True,Icterus parisorum,Icteridae,Passeriformes,AVIBASE-9EE6D524,5.0,2.0,3.0,0.0,4.0,24.0,15.8,5.3,6.3,22.7,98.9,24.0,73.7,24.5,87.2,36.5,Dunning,,NO,,,Shrubland,3.0,2.0,Carnivore,Invertivore,Insessorial
99,Ovenbird,Ovenbird,Seiurus aurocapilla,eBird common-name exact match after punctuation and possessive normalization,True,Seiurus aurocapilla,Parulidae,Passeriformes,AVIBASE-CEA5B6AA,21.0,5.0,8.0,8.0,4.0,15.1,8.9,3.6,4.1,22.3,73.2,18.3,55.1,24.9,50.4,18.8,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Terrestrial
100,Brown_Pelican,Brown Pelican,Pelecanus occidentalis,eBird common-name exact match after punctuation and possessive normalization,True,Pelecanus occidentalis,Pelecanidae,Pelecaniformes,AVIBASE-F59AB6B3,5.0,2.0,0.0,3.0,4.0,319.5,285.0,38.8,43.4,71.7,494.6,241.0,259.5,48.1,128.2,3427.8,Dunning,,NO,,,Marine,3.0,1.0,Carnivore,Aquatic predator,Aerial
101,White_Pelican,White Pelican,Pelecanus erythrorhynchos,American White Pelican; North American CUB label,True,Pelecanus erythrorhynchos,Pelecanidae,Pelecaniformes,AVIBASE-866903B9,5.0,0.0,2.0,3.0,4.0,319.8,296.8,39.6,38.8,115.9,561.0,251.0,308.8,44.9,146.2,5608.5,Dunning,,NO,,,Wetland,3.0,2.0,Carnivore,Aquatic predator,Aquatic
102,Western_Wood_Pewee,Western Wood Pewee,Contopus sordidulus,eBird common-name exact match after punctuation and possessive normalization,True,Contopus sordidulus,Tyrannidae,Passeriformes,AVIBASE-F6CA75F0,14.0,5.0,5.0,4.0,4.0,16.4,9.2,6.4,4.1,13.8,82.6,29.0,57.7,33.5,60.2,13.1,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
103,Sayornis,Sayornis,,Ambiguous common/genus label; ecology withheld pending taxonomic verification,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,American_Pipit,American Pipit,Anthus rubescens,eBird common-name exact match after punctuation and possessive normalization,True,Anthus rubescens,Motacillidae,Passeriformes,AVIBASE-8F268682,5.0,2.0,3.0,0.0,4.0,14.5,9.4,3.1,3.1,21.2,85.0,24.1,60.9,28.4,67.6,20.7,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Invertivore,Terrestrial
105,Whip_poor_Will,Whip poor Will,Antrostomus vociferus,Eastern Whip-poor-will; historical name,True,Antrostomus vociferus,Caprimulgidae,Caprimulgiformes,AVIBASE-1A09655B,5.0,1.0,1.0,3.0,4.0,16.1,6.7,3.8,2.7,15.1,154.4,72.3,84.4,46.1,114.2,53.3,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Generalist
106,Horned_Puffin,Horned Puffin,Fratercula corniculata,eBird common-name exact match after punctuation and possessive normalization,True,Fratercula corniculata,Alcidae,Charadriiformes,AVIBASE-24111FA5,6.0,3.0,3.0,0.0,4.0,51.0,16.8,7.3,31.6,32.1,185.5,96.8,88.4,52.3,63.3,536.1,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aquatic
107,Common_Raven,Common Raven,Corvus corax,eBird common-name exact match after punctuation and possessive normalization,True,Corvus corax,Corvidae,Passeriformes,AVIBASE-B9B272F4,46.0,15.0,31.0,0.0,10.0,77.0,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,928.0,Dunning,,NO,,,Forest,3.0,2.0,Omnivore,Omnivore,Terrestrial
108,White_necked_Raven,White necked Raven,Corvus albicollis,eBird common-name exact match after punctuation and possessive normalization,True,Corvus albicollis,Corvidae,Passeriformes,AVIBASE-EA326EA2,15.0,4.0,11.0,0.0,4.0,65.9,42.4,19.6,34.0,75.2,417.1,164.6,250.6,39.6,165.6,894.0,Dunning,,NO,,,Rock,3.0,2.0,Omnivore,Omnivore,Terrestrial
109,American_Redstart,American Redstart,Setophaga ruticilla,eBird common-name exact match after punctuation and possessive normalization,True,Setophaga ruticilla,Parulidae,Passeriformes,AVIBASE-BED38F50,35.0,18.0,16.0,1.0,6.0,12.3,6.8,4.0,3.0,17.0,62.0,15.6,48.0,24.6,52.6,8.2,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial
110,Geococcyx,Geococcyx,,Ambiguous common/genus label; ecology withheld pending taxonomic verification,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Loggerhead_Shrike,Loggerhead Shrike,Lanius ludovicianus,eBird common-name exact match after punctuation and possessive normalization,True,Lanius ludovicianus,Laniidae,Passeriformes,AVIBASE-36171C2B,11.0,2.0,9.0,0.0,4.0,21.1,12.3,6.5,8.8,27.7,96.4,21.7,74.2,22.6,96.7,51.6,Dunning,,NO,,,Shrubland,3.0,3.0,Carnivore,Invertivore,Insessorial
112,Great_Grey_Shrike,Great Grey Shrike,Lanius excubitor,eBird common-name exact match after punctuation and possessive normalization,True,Lanius excubitor,Laniidae,Passeriformes,AVIBASE-DB2501EE,37.0,8.0,29.0,0.0,16.0,23.2,13.9,6.9,9.3,29.4,109.2,28.7,80.4,26.3,106.2,63.4,Dunning,,NO,,,Shrubland,3.0,3.0,Carnivore,Vertivore,Insessorial
113,Baird_Sparrow,Baird Sparrow,Centronyx bairdii,eBird common-name exact match after punctuation and possessive normalization,True,Centronyx bairdii,Passerellidae,Passeriformes,AVIBASE-67EFC061,5.0,2.0,3.0,0.0,4.0,11.8,7.7,4.8,5.1,22.6,65.6,12.3,53.0,19.0,42.6,18.1,Dunning,,NO,,,Grassland,3.0,3.0,Herbivore,Granivore,Generalist
114,Black_throated_Sparrow,Black throated Sparrow,Amphispiza bilineata,eBird common-name exact match after punctuation and possessive normalization,True,Amphispiza bilineata,Passerellidae,Passeriformes,AVIBASE-A0F29F1E,6.0,2.0,4.0,0.0,6.0,11.7,8.2,4.6,5.9,18.1,63.5,11.3,52.2,17.7,64.8,13.5,Dunning,,NO,,,Shrubland,2.0,2.0,Omnivore,Omnivore,Generalist
115,Brewer_Sparrow,Brewer Sparrow,Spizella breweri,eBird common-name exact match after punctuation and possessive normalization,True,Spizella breweri,Passerellidae,Passeriformes,AVIBASE-29967541,6.0,2.0,4.0,0.0,5.0,12.3,6.7,3.6,4.4,16.8,62.8,12.9,50.1,20.5,57.3,10.9,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Omnivore,Generalist
116,Chipping_Sparrow,Chipping Sparrow,Spizella passerina,eBird common-name exact match after punctuation and possessive normalization,True,Spizella passerina,Passerellidae,Passeriformes,AVIBASE-37E9CCDA,5.0,2.0,3.0,0.0,4.0,13.1,7.0,4.0,4.9,16.3,68.0,16.3,51.0,24.2,56.0,12.2,Dunning,,NO,,,Forest,2.0,3.0,Omnivore,Omnivore,Generalist
117,Clay_colored_Sparrow,Clay colored Sparrow,Spizella pallida,eBird common-name exact match after punctuation and possessive normalization,True,Spizella pallida,Passerellidae,Passeriformes,AVIBASE-486265CF,5.0,2.0,3.0,0.0,4.0,10.1,6.0,3.4,4.9,17.4,60.8,11.2,49.0,18.6,56.8,11.2,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Granivore,Generalist
118,House_Sparrow,House Sparrow,Passer domesticus,eBird common-name exact match after punctuation and possessive normalization,True,Passer domesticus,Passeridae,Passeriformes,AVIBASE-240E3390,25.0,12.0,13.0,0.0,8.0,13.5,9.1,6.3,7.4,17.9,74.9,20.4,54.4,27.3,57.2,26.5,Dunning,,NO,,,Human Modified,3.0,1.0,Herbivore,Granivore,Terrestrial
119,Field_Sparrow,Field Sparrow,Spizella pusilla,eBird common-name exact match after punctuation and possessive normalization,True,Spizella pusilla,Passerellidae,Passeriformes,AVIBASE-E23F6DE0,5.0,2.0,3.0,0.0,3.0,10.4,6.6,4.3,5.2,17.9,64.4,10.8,53.5,16.7,62.0,12.5,Dunning,,NO,,,Grassland,2.0,2.0,Omnivore,Granivore,Generalist
120,Fox_Sparrow,Fox Sparrow,Passerella iliaca,eBird common-name exact match after punctuation and possessive normalization,True,Passerella iliaca,Passerellidae,Passeriformes,AVIBASE-3A7B1F59,6.0,2.0,4.0,0.0,4.0,13.5,8.5,5.3,7.4,24.1,83.7,21.9,61.9,26.1,71.3,33.3,Dunning,,NO,,,Forest,1.0,3.0,Omnivore,Omnivore,Generalist
